properties{
  x = 0,
  y = 0,
  width = 320,
  height = 256,
  min_layer = 0,
  max_layer = 2,
  tileset = "street",
  music = "Forgotten Spaceship",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 32,
  y = 0,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 0,
  y = 32,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 64,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 96,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 128,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 160,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 192,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 224,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 32,
  y = 32,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 64,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 96,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 128,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 160,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 192,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 224,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 256,
  y = 0,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 288,
  y = 0,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 256,
  y = 32,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 64,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 96,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 128,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 160,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 192,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 224,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 288,
  y = 32,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 64,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 96,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 128,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 160,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 192,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 224,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 64,
  y = 0,
  width = 32,
  height = 32,
  pattern = "square_4",
}

tile{
  layer = 0,
  x = 64,
  y = 32,
  width = 32,
  height = 32,
  pattern = "square_4",
}

tile{
  layer = 0,
  x = 64,
  y = 64,
  width = 32,
  height = 192,
  pattern = "square_4",
}

tile{
  layer = 0,
  x = 224,
  y = 0,
  width = 32,
  height = 256,
  pattern = "square_6",
}

tile{
  layer = 0,
  x = 96,
  y = 0,
  width = 32,
  height = 256,
  pattern = "sign_7",
}

tile{
  layer = 0,
  x = 192,
  y = 0,
  width = 32,
  height = 256,
  pattern = "sign_7",
}

tile{
  layer = 0,
  x = 128,
  y = 0,
  width = 64,
  height = 256,
  pattern = "square_5",
}

tile{
  layer = 0,
  x = 72,
  y = 40,
  width = 32,
  height = 32,
  pattern = "bruined_01",
}

tile{
  layer = 0,
  x = 120,
  y = 128,
  width = 32,
  height = 32,
  pattern = "bruined_02",
}

tile{
  layer = 0,
  x = 72,
  y = 224,
  width = 32,
  height = 32,
  pattern = "bruined_03",
}

tile{
  layer = 0,
  x = 216,
  y = 184,
  width = 32,
  height = 32,
  pattern = "bruined_01",
}

tile{
  layer = 0,
  x = 216,
  y = 40,
  width = 32,
  height = 32,
  pattern = "bruined_03",
}

destination{
  name = "destination",
  layer = 0,
  x = 160,
  y = 237,
  direction = 1,
}

teletransporter{
  layer = 0,
  x = 152,
  y = 0,
  width = 16,
  height = 16,
  destination_map = "combat_map",
}

