properties{
  x = 0,
  y = 0,
  width = 320,
  height = 256,
  min_layer = 0,
  max_layer = 2,
  tileset = "street",
  music = "battle",
}

tile{
  layer = 0,
  x = 256,
  y = 0,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 288,
  y = 0,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 256,
  y = 32,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 64,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 96,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 128,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 160,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 192,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 256,
  y = 224,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 288,
  y = 32,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 64,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 96,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 128,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 160,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 192,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 288,
  y = 224,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 32,
  y = 0,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 0,
  y = 32,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 64,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 96,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 128,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 160,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 192,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 0,
  y = 224,
  width = 32,
  height = 32,
  pattern = "pavement_1",
}

tile{
  layer = 0,
  x = 32,
  y = 32,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 64,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 96,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 128,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 160,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 192,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 32,
  y = 224,
  width = 32,
  height = 32,
  pattern = "pavement_2",
}

tile{
  layer = 0,
  x = 64,
  y = 0,
  width = 32,
  height = 256,
  pattern = "greysquare_4",
}

tile{
  layer = 0,
  x = 224,
  y = 0,
  width = 32,
  height = 256,
  pattern = "greysquare_6",
}

tile{
  layer = 0,
  x = 192,
  y = 0,
  width = 32,
  height = 256,
  pattern = "rsign_7",
}

tile{
  layer = 0,
  x = 96,
  y = 0,
  width = 32,
  height = 256,
  pattern = "rsign_7",
}

tile{
  layer = 0,
  x = 128,
  y = 0,
  width = 64,
  height = 256,
  pattern = "greysquare_5",
}

tile{
  layer = 0,
  x = 72,
  y = 24,
  width = 32,
  height = 32,
  pattern = "ruined_01",
}

tile{
  layer = 0,
  x = 152,
  y = 80,
  width = 32,
  height = 32,
  pattern = "ruined_02",
}

tile{
  layer = 0,
  x = 216,
  y = 136,
  width = 32,
  height = 32,
  pattern = "ruined_03",
}

tile{
  layer = 0,
  x = 136,
  y = 208,
  width = 32,
  height = 32,
  pattern = "ruined_01",
}

tile{
  layer = 0,
  x = 0,
  y = 192,
  width = 32,
  height = 32,
  pattern = "bars_08",
}

tile{
  layer = 0,
  x = 288,
  y = 192,
  width = 32,
  height = 32,
  pattern = "bars_01",
}

tile{
  layer = 0,
  x = 32,
  y = 192,
  width = 32,
  height = 32,
  pattern = "bars_13",
}

tile{
  layer = 0,
  x = 64,
  y = 192,
  width = 32,
  height = 32,
  pattern = "bars_13",
}

tile{
  layer = 0,
  x = 96,
  y = 192,
  width = 32,
  height = 32,
  pattern = "bars_13",
}

tile{
  layer = 0,
  x = 128,
  y = 192,
  width = 32,
  height = 32,
  pattern = "bars_13",
}

tile{
  layer = 0,
  x = 160,
  y = 192,
  width = 32,
  height = 32,
  pattern = "bars_13",
}

tile{
  layer = 0,
  x = 192,
  y = 192,
  width = 32,
  height = 32,
  pattern = "bars_13",
}

tile{
  layer = 0,
  x = 224,
  y = 192,
  width = 32,
  height = 32,
  pattern = "bars_13",
}

tile{
  layer = 0,
  x = 256,
  y = 192,
  width = 32,
  height = 32,
  pattern = "bars_13",
}

destination{
  name = "destination_start",
  layer = 0,
  x = 160,
  y = 237,
  direction = 1,
}

enemy{
  layer = 0,
  x = 88,
  y = 173,
  direction = 3,
  breed = "agent",
}

enemy{
  layer = 0,
  x = 232,
  y = 173,
  direction = 3,
  breed = "agent",
}

enemy{
  layer = 0,
  x = 24,
  y = 85,
  direction = 0,
  breed = "robot",
  treasure_name = "spell",
}

enemy{
  layer = 0,
  x = 296,
  y = 85,
